hex_id,top05_freq,top05_ever,top05_always,top10_freq,top10_ever,top10_always
202,0.0,False,False,0.0,False,False
203,0.0,False,False,0.0,False,False
204,0.0,False,False,0.0,False,False
205,0.0,False,False,0.0,False,False
206,0.0,False,False,0.0,False,False
207,0.0,False,False,0.0,False,False
208,0.0,False,False,0.0,False,False
209,0.0,False,False,0.0,False,False
210,0.0,False,False,0.0,False,False
211,0.0,False,False,0.0,False,False
212,0.0,False,False,0.0,False,False
213,0.0,False,False,0.0,False,False
214,0.0,False,False,0.0,False,False
215,0.0,False,False,0.0,False,False
216,0.0,False,False,0.0,False,False
217,0.0,False,False,0.0,False,False
218,0.0,False,False,0.0,False,False
219,0.0,False,False,0.0,False,False
220,0.0,False,False,0.0,False,False
221,0.0,False,False,0.0,False,False
222,0.0,False,False,0.0,False,False
223,0.0,False,False,0.0,False,False
224,0.0,False,False,0.0,False,False
225,0.0,False,False,0.0,False,False
226,0.0,False,False,0.0,False,False
227,0.0,False,False,0.0,False,False
228,0.0,False,False,0.0,False,False
229,0.0,False,False,0.0,False,False
230,0.0,False,False,0.0,False,False
231,0.0,False,False,0.0,False,False
232,0.0,False,False,0.0,False,False
233,0.0,False,False,0.0,False,False
234,0.0,False,False,0.0,False,False
235,0.0,False,False,0.2,True,False
236,0.0,False,False,0.9333333333333333,True,False
237,0.0,False,False,0.9333333333333333,True,False
238,0.0,False,False,0.9333333333333333,True,False
239,0.0,False,False,0.9333333333333333,True,False
240,0.8,True,False,1.0,True,True
241,0.0,False,False,0.9333333333333333,True,False
242,0.0,False,False,0.9333333333333333,True,False
243,0.0,False,False,0.6333333333333333,True,False
244,0.0,False,False,0.9333333333333333,True,False
245,0.0,False,False,0.9,True,False
246,0.0,False,False,0.9333333333333333,True,False
247,0.0,False,False,0.0,False,False
248,0.0,False,False,0.0,False,False
249,0.0,False,False,0.0,False,False
250,0.8,True,False,1.0,True,True
251,1.0,True,True,1.0,True,True
252,1.0,True,True,1.0,True,True
253,1.0,True,True,1.0,True,True
254,1.0,True,True,1.0,True,True
255,0.8,True,False,1.0,True,True
256,0.6,True,False,0.8,True,False
257,0.2,True,False,0.6,True,False
258,0.4,True,False,0.6,True,False
259,0.26666666666666666,True,False,0.6,True,False
260,0.3333333333333333,True,False,0.6666666666666666,True,False
261,0.6,True,False,0.9666666666666667,True,False
262,0.0,False,False,0.0,False,False
263,0.0,False,False,0.0,False,False
264,0.0,False,False,0.0,False,False
265,0.0,False,False,0.0,False,False
266,0.0,False,False,0.0,False,False
267,0.0,False,False,0.0,False,False
268,0.0,False,False,0.0,False,False
269,0.0,False,False,0.0,False,False
270,0.0,False,False,0.0,False,False
271,0.0,False,False,0.0,False,False
272,0.0,False,False,0.0,False,False
273,0.0,False,False,0.0,False,False
274,0.0,False,False,0.0,False,False
275,0.0,False,False,0.0,False,False
276,0.0,False,False,0.0,False,False
277,0.0,False,False,0.0,False,False
278,0.0,False,False,0.0,False,False
279,0.0,False,False,0.0,False,False
280,0.0,False,False,0.0,False,False
281,0.0,False,False,0.0,False,False
282,0.0,False,False,0.0,False,False
283,0.0,False,False,0.0,False,False
284,0.0,False,False,0.0,False,False
285,0.0,False,False,0.0,False,False
286,0.0,False,False,0.0,False,False
287,0.0,False,False,0.0,False,False
288,0.0,False,False,0.0,False,False
296,0.0,False,False,0.0,False,False
297,0.0,False,False,0.0,False,False
298,0.0,False,False,0.0,False,False
299,0.0,False,False,0.0,False,False
300,0.0,False,False,0.0,False,False
301,0.0,False,False,0.0,False,False
302,0.0,False,False,0.0,False,False
303,0.0,False,False,0.0,False,False
304,0.0,False,False,0.0,False,False
305,0.0,False,False,0.0,False,False
306,0.0,False,False,0.0,False,False
307,0.0,False,False,0.0,False,False
308,0.0,False,False,0.0,False,False
309,0.0,False,False,0.0,False,False
310,0.0,False,False,0.0,False,False
311,0.0,False,False,0.0,False,False
312,0.0,False,False,0.0,False,False
313,0.0,False,False,0.0,False,False
314,0.0,False,False,0.0,False,False
315,0.0,False,False,0.0,False,False
316,0.0,False,False,0.0,False,False
317,0.0,False,False,0.0,False,False
318,0.0,False,False,0.0,False,False
319,0.0,False,False,0.0,False,False
320,0.0,False,False,0.0,False,False
321,0.0,False,False,0.0,False,False
322,0.0,False,False,0.0,False,False
323,0.0,False,False,0.0,False,False
324,0.0,False,False,0.0,False,False
325,0.0,False,False,0.0,False,False
326,0.0,False,False,0.0,False,False
327,0.0,False,False,0.0,False,False
328,0.0,False,False,0.0,False,False
329,0.0,False,False,0.0,False,False
330,0.0,False,False,0.0,False,False
331,0.0,False,False,0.0,False,False
332,0.0,False,False,0.0,False,False
333,0.0,False,False,0.0,False,False
334,0.0,False,False,0.0,False,False
335,0.0,False,False,0.0,False,False
336,0.0,False,False,0.0,False,False
337,0.0,False,False,0.9333333333333333,True,False
338,0.1,True,False,1.0,True,True
339,0.0,False,False,0.8,True,False
340,0.0,False,False,0.6,True,False
341,0.0,False,False,0.9333333333333333,True,False
342,0.0,False,False,0.9333333333333333,True,False
343,0.0,False,False,1.0,True,True
344,0.8,True,False,1.0,True,True
345,0.0,False,False,0.0,False,False
346,0.0,False,False,0.0,False,False
347,0.2,True,False,0.8,True,False
348,0.7333333333333333,True,False,1.0,True,True
349,1.0,True,True,1.0,True,True
350,1.0,True,True,1.0,True,True
351,1.0,True,True,1.0,True,True
352,0.6,True,False,1.0,True,True
353,0.8,True,False,1.0,True,True
354,0.2,True,False,0.6666666666666666,True,False
355,0.0,False,False,0.2,True,False
356,0.2,True,False,0.6,True,False
357,0.2,True,False,0.8,True,False
358,0.6,True,False,1.0,True,True
359,0.2,True,False,0.3333333333333333,True,False
360,0.0,False,False,0.0,False,False
361,0.0,False,False,0.0,False,False
362,0.0,False,False,0.0,False,False
363,0.0,False,False,0.0,False,False
364,0.0,False,False,0.0,False,False
365,0.0,False,False,0.0,False,False
366,0.0,False,False,0.0,False,False
367,0.0,False,False,0.0,False,False
368,0.0,False,False,0.0,False,False
369,0.0,False,False,0.0,False,False
370,0.0,False,False,0.0,False,False
371,0.0,False,False,0.0,False,False
372,0.0,False,False,0.0,False,False
373,0.0,False,False,0.0,False,False
374,0.0,False,False,0.0,False,False
375,0.0,False,False,0.0,False,False
376,0.0,False,False,0.0,False,False
377,0.0,False,False,0.0,False,False
378,0.0,False,False,0.0,False,False
379,0.0,False,False,0.0,False,False
380,0.0,False,False,0.0,False,False
381,0.0,False,False,0.0,False,False
382,0.0,False,False,0.0,False,False
383,0.0,False,False,0.0,False,False
384,0.0,False,False,0.0,False,False
385,0.0,False,False,0.0,False,False
386,0.0,False,False,0.0,False,False
395,0.0,False,False,0.0,False,False
396,0.0,False,False,0.0,False,False
397,0.0,False,False,0.0,False,False
398,0.0,False,False,0.0,False,False
399,0.0,False,False,0.0,False,False
400,0.0,False,False,0.0,False,False
401,0.0,False,False,0.0,False,False
402,0.0,False,False,0.0,False,False
403,0.0,False,False,0.0,False,False
404,0.0,False,False,0.0,False,False
405,0.0,False,False,0.0,False,False
406,0.0,False,False,0.0,False,False
407,0.0,False,False,0.0,False,False
408,0.0,False,False,0.0,False,False
409,0.0,False,False,0.0,False,False
410,0.0,False,False,0.0,False,False
411,0.0,False,False,0.0,False,False
412,0.0,False,False,0.0,False,False
413,0.0,False,False,0.0,False,False
414,0.0,False,False,0.0,False,False
415,0.0,False,False,0.0,False,False
416,0.0,False,False,0.0,False,False
417,0.0,False,False,0.0,False,False
418,0.0,False,False,0.0,False,False
419,0.0,False,False,0.9333333333333333,True,False
420,0.0,False,False,0.0,False,False
421,0.0,False,False,0.0,False,False
422,0.0,False,False,0.0,False,False
423,0.0,False,False,0.0,False,False
424,0.0,False,False,0.0,False,False
425,0.0,False,False,0.0,False,False
426,0.0,False,False,0.0,False,False
427,0.0,False,False,0.0,False,False
428,0.0,False,False,0.0,False,False
429,0.0,False,False,0.0,False,False
430,0.0,False,False,0.0,False,False
431,0.0,False,False,0.0,False,False
432,0.0,False,False,0.0,False,False
433,0.0,False,False,0.0,False,False
434,0.0,False,False,0.0,False,False
435,0.0,False,False,0.0,False,False
436,0.0,False,False,0.0,False,False
437,0.0,False,False,0.9333333333333333,True,False
438,0.4,True,False,1.0,True,True
439,0.0,False,False,0.9333333333333333,True,False
440,0.0,False,False,0.9333333333333333,True,False
441,0.2,True,False,1.0,True,True
442,0.0,False,False,0.7333333333333333,True,False
443,0.0,False,False,0.0,False,False
444,0.0,False,False,0.0,False,False
445,0.0,False,False,0.0,False,False
446,0.0,False,False,0.0,False,False
447,0.0,False,False,0.3333333333333333,True,False
448,1.0,True,True,1.0,True,True
449,0.6,True,False,0.8,True,False
450,0.2,True,False,0.3333333333333333,True,False
451,0.2,True,False,0.2,True,False
452,0.0,False,False,0.0,False,False
453,0.0,False,False,0.0,False,False
454,0.0,False,False,0.3333333333333333,True,False
455,0.0,False,False,0.0,False,False
456,0.0,False,False,0.0,False,False
457,0.6,True,False,1.0,True,True
458,0.6,True,False,0.6,True,False
459,0.0,False,False,0.0,False,False
460,0.0,False,False,0.0,False,False
461,0.0,False,False,0.0,False,False
462,0.0,False,False,0.0,False,False
463,0.0,False,False,0.0,False,False
464,0.0,False,False,0.0,False,False
465,0.0,False,False,0.0,False,False
466,0.0,False,False,0.0,False,False
467,0.0,False,False,0.0,False,False
468,0.0,False,False,0.0,False,False
469,0.0,False,False,0.0,False,False
470,0.0,False,False,0.0,False,False
471,0.0,False,False,0.0,False,False
472,0.0,False,False,0.0,False,False
473,0.0,False,False,0.0,False,False
474,0.0,False,False,0.0,False,False
475,0.0,False,False,0.0,False,False
476,0.0,False,False,0.0,False,False
477,0.0,False,False,0.0,False,False
478,0.0,False,False,0.0,False,False
479,0.0,False,False,0.0,False,False
480,0.0,False,False,0.0,False,False
481,0.0,False,False,0.0,False,False
482,0.0,False,False,0.0,False,False
483,0.0,False,False,0.0,False,False
484,0.0,False,False,0.0,False,False
492,0.0,False,False,0.0,False,False
493,0.0,False,False,0.0,False,False
494,0.0,False,False,0.0,False,False
495,0.0,False,False,0.0,False,False
496,0.0,False,False,0.0,False,False
497,0.0,False,False,0.0,False,False
498,0.0,False,False,0.0,False,False
499,0.0,False,False,0.0,False,False
500,0.0,False,False,0.0,False,False
501,0.0,False,False,0.0,False,False
502,0.0,False,False,0.0,False,False
503,0.0,False,False,0.0,False,False
504,0.0,False,False,0.0,False,False
505,0.0,False,False,0.0,False,False
506,0.0,False,False,0.0,False,False
507,0.0,False,False,0.0,False,False
508,0.0,False,False,0.0,False,False
509,0.0,False,False,0.0,False,False
510,0.0,False,False,0.0,False,False
511,0.0,False,False,0.0,False,False
512,0.0,False,False,0.0,False,False
513,0.0,False,False,0.0,False,False
514,0.0,False,False,0.0,False,False
515,0.0,False,False,0.0,False,False
516,0.0,False,False,0.0,False,False
517,0.0,False,False,0.0,False,False
518,0.0,False,False,0.0,False,False
519,0.0,False,False,0.0,False,False
520,0.0,False,False,0.0,False,False
521,0.0,False,False,0.0,False,False
522,0.0,False,False,0.0,False,False
523,0.0,False,False,0.0,False,False
524,0.0,False,False,0.0,False,False
525,0.0,False,False,0.0,False,False
526,0.0,False,False,0.0,False,False
527,0.0,False,False,0.0,False,False
528,0.0,False,False,0.0,False,False
529,0.0,False,False,0.0,False,False
530,0.0,False,False,0.0,False,False
531,0.0,False,False,0.0,False,False
532,0.0,False,False,0.0,False,False
533,0.0,False,False,0.0,False,False
534,0.0,False,False,0.0,False,False
535,0.0,False,False,0.0,False,False
536,0.0,False,False,0.0,False,False
537,0.0,False,False,0.0,False,False
538,0.5333333333333333,True,False,1.0,True,True
539,0.0,False,False,0.0,False,False
540,0.0,False,False,0.0,False,False
541,0.0,False,False,0.0,False,False
542,0.0,False,False,0.0,False,False
543,0.0,False,False,0.0,False,False
544,0.0,False,False,0.0,False,False
545,0.0,False,False,0.0,False,False
546,0.0,False,False,0.0,False,False
547,0.0,False,False,0.0,False,False
548,0.0,False,False,0.0,False,False
549,0.0,False,False,0.0,False,False
550,0.0,False,False,0.0,False,False
551,0.0,False,False,0.0,False,False
552,0.0,False,False,0.0,False,False
553,0.0,False,False,0.0,False,False
554,0.2,True,False,0.6,True,False
555,0.6,True,False,1.0,True,True
556,0.06666666666666667,True,False,0.3,True,False
557,0.0,False,False,0.0,False,False
558,0.0,False,False,0.0,False,False
559,0.0,False,False,0.0,False,False
560,0.0,False,False,0.0,False,False
561,0.0,False,False,0.0,False,False
562,0.0,False,False,0.0,False,False
563,0.0,False,False,0.0,False,False
564,0.0,False,False,0.0,False,False
565,0.0,False,False,0.0,False,False
566,0.0,False,False,0.0,False,False
567,0.0,False,False,0.0,False,False
568,0.0,False,False,0.0,False,False
569,0.0,False,False,0.0,False,False
570,0.0,False,False,0.0,False,False
571,0.0,False,False,0.0,False,False
572,0.0,False,False,0.0,False,False
573,0.0,False,False,0.0,False,False
574,0.0,False,False,0.0,False,False
575,0.0,False,False,0.0,False,False
576,0.0,False,False,0.0,False,False
577,0.0,False,False,0.0,False,False
578,0.0,False,False,0.0,False,False
579,0.0,False,False,0.0,False,False
580,0.0,False,False,0.0,False,False
581,0.0,False,False,0.0,False,False
582,0.0,False,False,0.0,False,False
591,0.0,False,False,0.0,False,False
592,0.0,False,False,0.0,False,False
593,0.0,False,False,0.0,False,False
594,0.0,False,False,0.0,False,False
595,0.0,False,False,0.0,False,False
596,0.0,False,False,0.0,False,False
597,0.0,False,False,0.0,False,False
598,0.0,False,False,0.0,False,False
599,0.0,False,False,0.0,False,False
600,0.0,False,False,0.0,False,False
601,0.0,False,False,0.0,False,False
602,0.0,False,False,0.0,False,False
603,0.0,False,False,0.0,False,False
604,0.0,False,False,0.0,False,False
605,0.0,False,False,0.0,False,False
606,0.0,False,False,0.0,False,False
607,0.0,False,False,0.0,False,False
608,0.0,False,False,0.0,False,False
609,0.0,False,False,0.0,False,False
610,0.0,False,False,0.0,False,False
611,0.0,False,False,0.0,False,False
612,0.0,False,False,0.0,False,False
613,0.0,False,False,0.0,False,False
614,0.0,False,False,0.0,False,False
615,0.0,False,False,0.0,False,False
616,0.0,False,False,0.0,False,False
617,0.0,False,False,0.0,False,False
618,0.0,False,False,0.0,False,False
619,0.0,False,False,0.0,False,False
620,0.0,False,False,0.0,False,False
621,0.0,False,False,0.0,False,False
622,0.0,False,False,0.0,False,False
623,0.0,False,False,0.0,False,False
624,0.0,False,False,0.0,False,False
625,0.0,False,False,0.0,False,False
626,0.0,False,False,0.0,False,False
627,0.0,False,False,0.0,False,False
628,0.0,False,False,0.0,False,False
629,0.0,False,False,0.0,False,False
630,0.0,False,False,0.0,False,False
631,0.0,False,False,0.0,False,False
632,0.0,False,False,0.0,False,False
633,0.0,False,False,0.0,False,False
634,0.0,False,False,0.0,False,False
635,0.0,False,False,0.0,False,False
636,0.0,False,False,0.0,False,False
637,0.0,False,False,0.0,False,False
638,0.0,False,False,0.0,False,False
639,0.0,False,False,0.0,False,False
640,0.0,False,False,0.0,False,False
641,0.0,False,False,0.0,False,False
642,0.0,False,False,0.0,False,False
643,0.0,False,False,0.0,False,False
644,0.0,False,False,0.0,False,False
645,0.0,False,False,0.0,False,False
646,0.0,False,False,0.0,False,False
647,0.0,False,False,0.0,False,False
648,0.0,False,False,0.0,False,False
649,0.0,False,False,0.0,False,False
650,0.2,True,False,0.6,True,False
651,0.6,True,False,0.6,True,False
652,0.6,True,False,0.8,True,False
653,0.6,True,False,0.8,True,False
654,0.6,True,False,0.6666666666666666,True,False
655,0.0,False,False,0.0,False,False
656,0.0,False,False,0.0,False,False
657,0.0,False,False,0.0,False,False
658,0.0,False,False,0.0,False,False
659,0.0,False,False,0.0,False,False
660,0.0,False,False,0.0,False,False
661,0.0,False,False,0.0,False,False
662,0.0,False,False,0.0,False,False
663,0.0,False,False,0.0,False,False
664,0.0,False,False,0.0,False,False
665,0.0,False,False,0.0,False,False
666,0.0,False,False,0.0,False,False
667,0.0,False,False,0.0,False,False
668,0.0,False,False,0.0,False,False
669,0.0,False,False,0.0,False,False
670,0.0,False,False,0.0,False,False
671,0.0,False,False,0.0,False,False
672,0.0,False,False,0.0,False,False
673,0.0,False,False,0.0,False,False
674,0.0,False,False,0.0,False,False
675,0.0,False,False,0.0,False,False
676,0.0,False,False,0.0,False,False
677,0.0,False,False,0.0,False,False
678,0.0,False,False,0.0,False,False
679,0.0,False,False,0.0,False,False
680,0.0,False,False,0.0,False,False
688,0.0,False,False,0.0,False,False
689,0.0,False,False,0.0,False,False
690,0.0,False,False,0.0,False,False
691,0.0,False,False,0.0,False,False
692,0.0,False,False,0.0,False,False
693,0.0,False,False,0.0,False,False
694,0.0,False,False,0.0,False,False
695,0.0,False,False,0.0,False,False
696,0.0,False,False,0.0,False,False
697,0.0,False,False,0.0,False,False
698,0.0,False,False,0.0,False,False
699,0.0,False,False,0.0,False,False
700,0.0,False,False,0.0,False,False
701,0.0,False,False,0.0,False,False
702,0.0,False,False,0.0,False,False
703,0.0,False,False,0.0,False,False
704,0.0,False,False,0.0,False,False
705,0.0,False,False,0.0,False,False
706,0.0,False,False,0.0,False,False
707,0.0,False,False,0.0,False,False
708,0.0,False,False,0.0,False,False
709,0.0,False,False,0.0,False,False
710,0.0,False,False,0.0,False,False
711,0.0,False,False,0.0,False,False
712,0.0,False,False,0.0,False,False
713,0.0,False,False,0.0,False,False
714,0.0,False,False,0.0,False,False
715,0.0,False,False,0.0,False,False
716,0.0,False,False,0.13333333333333333,True,False
717,0.0,False,False,0.2,True,False
718,0.0,False,False,0.0,False,False
719,0.0,False,False,0.0,False,False
720,0.0,False,False,0.0,False,False
721,0.0,False,False,0.0,False,False
722,0.0,False,False,0.0,False,False
723,0.0,False,False,0.0,False,False
724,0.0,False,False,0.0,False,False
725,0.0,False,False,0.0,False,False
726,0.0,False,False,0.0,False,False
727,0.0,False,False,0.0,False,False
728,0.0,False,False,0.3,True,False
729,0.0,False,False,0.0,False,False
730,0.0,False,False,0.0,False,False
731,0.0,False,False,0.0,False,False
732,0.0,False,False,0.0,False,False
733,0.0,False,False,0.0,False,False
734,0.0,False,False,0.0,False,False
735,0.0,False,False,0.0,False,False
736,0.0,False,False,0.0,False,False
737,0.0,False,False,0.0,False,False
738,0.0,False,False,0.0,False,False
739,0.0,False,False,0.0,False,False
740,0.0,False,False,0.0,False,False
741,0.0,False,False,0.0,False,False
742,0.0,False,False,0.0,False,False
743,0.0,False,False,0.0,False,False
744,0.0,False,False,0.0,False,False
745,0.0,False,False,0.0,False,False
746,0.0,False,False,0.0,False,False
747,0.13333333333333333,True,False,0.2,True,False
748,0.6,True,False,0.8,True,False
749,0.6,True,False,0.8,True,False
750,0.6,True,False,0.8,True,False
751,0.6,True,False,0.8,True,False
752,0.6,True,False,0.8666666666666667,True,False
753,0.6,True,False,0.6,True,False
754,0.0,False,False,0.0,False,False
755,0.0,False,False,0.0,False,False
756,0.0,False,False,0.0,False,False
757,0.0,False,False,0.0,False,False
758,0.0,False,False,0.0,False,False
759,0.0,False,False,0.0,False,False
760,0.0,False,False,0.0,False,False
761,0.0,False,False,0.0,False,False
762,0.0,False,False,0.0,False,False
763,0.0,False,False,0.0,False,False
764,0.0,False,False,0.0,False,False
765,0.0,False,False,0.0,False,False
766,0.0,False,False,0.0,False,False
767,0.0,False,False,0.0,False,False
768,0.0,False,False,0.0,False,False
769,0.0,False,False,0.0,False,False
770,0.0,False,False,0.0,False,False
771,0.0,False,False,0.0,False,False
772,0.0,False,False,0.0,False,False
773,0.0,False,False,0.0,False,False
774,0.0,False,False,0.0,False,False
775,0.0,False,False,0.0,False,False
776,0.0,False,False,0.0,False,False
777,0.0,False,False,0.0,False,False
778,0.0,False,False,0.0,False,False
787,0.0,False,False,0.0,False,False
788,0.0,False,False,0.0,False,False
789,0.0,False,False,0.0,False,False
790,0.0,False,False,0.0,False,False
791,0.0,False,False,0.0,False,False
792,0.0,False,False,0.0,False,False
793,0.0,False,False,0.0,False,False
794,0.0,False,False,0.0,False,False
795,0.0,False,False,0.0,False,False
796,0.0,False,False,0.0,False,False
797,0.0,False,False,0.0,False,False
798,0.0,False,False,0.0,False,False
799,0.0,False,False,0.0,False,False
800,0.0,False,False,0.0,False,False
801,0.0,False,False,0.0,False,False
802,0.0,False,False,0.0,False,False
803,0.0,False,False,0.0,False,False
804,0.0,False,False,0.0,False,False
805,0.0,False,False,0.0,False,False
806,0.0,False,False,0.0,False,False
807,0.0,False,False,0.0,False,False
808,0.0,False,False,0.0,False,False
809,0.0,False,False,0.0,False,False
810,0.0,False,False,0.0,False,False
811,0.0,False,False,0.0,False,False
812,0.0,False,False,0.0,False,False
813,0.0,False,False,0.0,False,False
814,0.0,False,False,0.0,False,False
815,0.8,True,False,1.0,True,True
816,0.8666666666666667,True,False,1.0,True,True
817,0.2,True,False,0.2,True,False
818,0.0,False,False,0.0,False,False
819,0.0,False,False,0.0,False,False
820,0.0,False,False,0.0,False,False
821,0.06666666666666667,True,False,0.2,True,False
822,0.2,True,False,0.2,True,False
823,0.0,False,False,0.0,False,False
824,0.0,False,False,0.0,False,False
825,0.2,True,False,0.3333333333333333,True,False
826,0.4,True,False,0.8,True,False
827,0.4666666666666667,True,False,0.8,True,False
828,0.0,False,False,0.0,False,False
829,0.0,False,False,0.0,False,False
830,0.0,False,False,0.0,False,False
831,0.0,False,False,0.0,False,False
832,0.0,False,False,0.0,False,False
833,0.0,False,False,0.0,False,False
834,0.0,False,False,0.0,False,False
835,0.0,False,False,0.0,False,False
836,0.0,False,False,0.0,False,False
837,0.0,False,False,0.0,False,False
838,0.0,False,False,0.0,False,False
839,0.0,False,False,0.0,False,False
840,0.0,False,False,0.0,False,False
841,0.0,False,False,0.0,False,False
842,0.0,False,False,0.0,False,False
843,0.0,False,False,0.0,False,False
844,0.0,False,False,0.0,False,False
845,0.0,False,False,0.0,False,False
846,0.2,True,False,0.6,True,False
847,0.6,True,False,0.8,True,False
848,0.6,True,False,0.8,True,False
849,0.6,True,False,1.0,True,True
850,0.8,True,False,1.0,True,True
851,0.6,True,False,0.9333333333333333,True,False
852,0.2,True,False,0.6,True,False
853,0.0,False,False,0.0,False,False
854,0.0,False,False,0.0,False,False
855,0.0,False,False,0.0,False,False
856,0.0,False,False,0.0,False,False
857,0.0,False,False,0.0,False,False
858,0.0,False,False,0.0,False,False
859,0.0,False,False,0.0,False,False
860,0.0,False,False,0.0,False,False
861,0.0,False,False,0.0,False,False
862,0.0,False,False,0.0,False,False
863,0.0,False,False,0.0,False,False
864,0.0,False,False,0.0,False,False
865,0.0,False,False,0.0,False,False
866,0.0,False,False,0.0,False,False
867,0.0,False,False,0.0,False,False
868,0.0,False,False,0.0,False,False
869,0.0,False,False,0.0,False,False
870,0.0,False,False,0.0,False,False
871,0.0,False,False,0.0,False,False
872,0.0,False,False,0.0,False,False
873,0.0,False,False,0.0,False,False
874,0.0,False,False,0.0,False,False
875,0.0,False,False,0.0,False,False
876,0.0,False,False,0.0,False,False
884,0.0,False,False,0.0,False,False
885,0.0,False,False,0.0,False,False
886,0.0,False,False,0.0,False,False
887,0.0,False,False,0.0,False,False
888,0.0,False,False,0.0,False,False
889,0.0,False,False,0.0,False,False
890,0.0,False,False,0.0,False,False
891,0.0,False,False,0.0,False,False
892,0.0,False,False,0.0,False,False
893,0.0,False,False,0.0,False,False
894,0.0,False,False,0.0,False,False
895,0.0,False,False,0.0,False,False
896,0.0,False,False,0.0,False,False
897,0.0,False,False,0.0,False,False
898,0.0,False,False,0.0,False,False
899,0.0,False,False,0.0,False,False
900,0.0,False,False,0.0,False,False
901,0.0,False,False,0.0,False,False
902,0.0,False,False,0.0,False,False
903,0.0,False,False,0.0,False,False
904,0.0,False,False,0.0,False,False
905,0.0,False,False,0.0,False,False
906,0.0,False,False,0.0,False,False
907,0.0,False,False,0.0,False,False
908,0.0,False,False,0.0,False,False
909,0.0,False,False,0.0,False,False
910,0.0,False,False,0.0,False,False
911,0.0,False,False,0.0,False,False
912,0.0,False,False,0.4,True,False
913,0.4,True,False,0.6,True,False
914,0.0,False,False,0.4,True,False
